simple	Basic English	GU	0:00:04.758864	done	2020-08-25 04:40:38.589720
simple	Basic English	VC	0:00:05.646668	done	2020-08-25 04:40:44.239219
simple	Basic English	BZ	0:00:05.524784	done	2020-08-25 04:40:49.766848
simple	Basic English	SL	0:00:05.134567	done	2020-08-25 04:40:54.904480
simple	Basic English	NZ	0:00:06.587949	done	2020-08-25 04:41:01.497825
simple	Basic English	CM	0:00:02.200774	done	2020-08-25 04:41:03.701085
simple	Basic English	BB	0:00:05.492877	done	2020-08-25 04:41:09.196656
simple	Basic English	FM	0:00:04.941561	done	2020-08-25 04:41:14.140990
simple	Basic English	WS	0:00:05.055569	done	2020-08-25 04:41:19.199435
simple	Basic English	ZM	0:00:05.476534	done	2020-08-25 04:41:24.678599
simple	Basic English	IN	0:00:11.264684	done	2020-08-25 04:41:35.946145
simple	Basic English	KN	0:00:04.004455	done	2020-08-25 04:41:39.953028
simple	Basic English	CK	0:00:03.842790	done	2020-08-25 04:41:43.798344
simple	Basic English	SB	0:00:04.035153	done	2020-08-25 04:41:47.835658
simple	Basic English	US	0:00:54.368908	done	2020-08-25 04:42:42.206975
simple	Basic English	GG	0:00:03.973105	done	2020-08-25 04:42:46.182784
simple	Basic English	HK	0:00:04.694579	done	2020-08-25 04:42:50.879804
simple	Basic English	AS	0:00:01.607533	done	2020-08-25 04:42:52.489607
simple	Basic English	MS	0:00:03.648349	done	2020-08-25 04:42:56.140431
simple	Basic English	DM	0:00:04.275678	done	2020-08-25 04:43:00.418521
simple	Basic English	GH	0:00:04.707871	done	2020-08-25 04:43:05.129112
simple	Basic English	MH	0:00:04.186632	done	2020-08-25 04:43:09.317987
simple	Basic English	LS	0:00:04.030920	done	2020-08-25 04:43:13.351264
simple	Basic English	LR	0:00:04.671441	done	2020-08-25 04:43:18.025238
simple	Basic English	SZ	0:00:04.904512	done	2020-08-25 04:43:22.932364
simple	Basic English	GB	0:00:14.129339	done	2020-08-25 04:43:37.064608
simple	Basic English	IO	0:00:01.901640	done	2020-08-25 04:43:38.969063
simple	Basic English	JM	0:00:05.786614	done	2020-08-25 04:43:44.759058
simple	Basic English	TV	0:00:03.828704	done	2020-08-25 04:43:48.590038
simple	Basic English	TK	0:00:03.651330	done	2020-08-25 04:43:52.243604
simple	Basic English	NR	0:00:03.923276	done	2020-08-25 04:43:56.169369
simple	Basic English	MU	0:00:04.173864	done	2020-08-25 04:44:00.345559
simple	Basic English	AI	0:00:03.673996	done	2020-08-25 04:44:04.021849
simple	Basic English	PH	0:00:05.758306	done	2020-08-25 04:44:09.782377
simple	Basic English	SG	0:00:05.437900	done	2020-08-25 04:44:15.222532
simple	Basic English	MT	0:00:04.481231	done	2020-08-25 04:44:19.706153
simple	Basic English	ZA	0:00:04.642046	done	2020-08-25 04:44:24.350430
simple	Basic English	ZW	0:00:04.345464	done	2020-08-25 04:44:28.698241
simple	Basic English	GM	0:00:04.216867	done	2020-08-25 04:44:32.917527
simple	Basic English	PR	0:00:04.599017	done	2020-08-25 04:44:37.519188
simple	Basic English	BW	0:00:04.219637	done	2020-08-25 04:44:41.741161
simple	Basic English	SX	0:00:01.677565	done	2020-08-25 04:44:43.421023
simple	Basic English	TT	0:00:05.378462	done	2020-08-25 04:44:48.801739
simple	Basic English	KI	0:00:05.124852	done	2020-08-25 04:44:53.929554
simple	Basic English	UG	0:00:04.614188	done	2020-08-25 04:44:58.546877
simple	Basic English	AU	0:00:09.273391	done	2020-08-25 04:45:07.822668
simple	Basic English	FJ	0:00:04.528839	done	2020-08-25 04:45:12.353661
simple	Basic English	NA	0:00:04.340935	done	2020-08-25 04:45:16.696907
simple	Basic English	MW	0:00:04.237938	done	2020-08-25 04:45:20.937176
simple	Basic English	PG	0:00:04.843589	done	2020-08-25 04:45:25.783151
simple	Basic English	IM	0:00:04.965100	done	2020-08-25 04:45:30.750766
simple	Basic English	VU	0:00:04.814637	done	2020-08-25 04:45:35.568972
simple	Basic English	GD	0:00:05.191435	done	2020-08-25 04:45:40.763222
simple	Basic English	BS	0:00:04.949129	done	2020-08-25 04:45:45.715351
simple	Basic English	MP	0:00:03.687364	done	2020-08-25 04:45:49.405038
simple	Basic English	MY	0:00:06.063936	done	2020-08-25 04:45:55.471347
simple	Basic English	IE	0:00:08.992885	done	2020-08-25 04:46:04.466888
simple	Basic English	TO	0:00:05.041305	done	2020-08-25 04:46:09.511677
simple	Basic English	PW	0:00:04.811848	done	2020-08-25 04:46:14.325968
simple	Basic English	PK	0:00:08.312974	done	2020-08-25 04:46:22.641534
simple	Basic English	RW	0:00:04.332122	done	2020-08-25 04:46:26.975905
simple	Basic English	VI	0:00:03.796564	done	2020-08-25 04:46:30.774825
simple	Basic English	NU	0:00:03.759419	done	2020-08-25 04:46:34.536622
simple	Basic English	AG	0:00:04.670652	done	2020-08-25 04:46:39.209582
simple	Basic English	NG	0:00:05.386829	done	2020-08-25 04:46:44.598905
simple	Basic English	TC	0:00:03.758229	done	2020-08-25 04:46:48.359460
simple	Basic English	SD	0:00:04.611855	done	2020-08-25 04:46:52.973993
simple	Basic English	PN	0:00:03.702065	done	2020-08-25 04:46:56.678367
simple	Basic English	BM	0:00:04.145968	done	2020-08-25 04:47:00.826603
simple	Basic English	JE	0:00:03.812694	done	2020-08-25 04:47:04.641623
simple	Basic English		0:01:21.899369	done	2020-08-25 04:48:26.543839
sk	Slovak	HU	0:00:07.727772	done	2020-08-25 04:48:35.371833
sk	Slovak	RS	0:00:04.414870	done	2020-08-25 04:48:39.789659
sk	Slovak	SK	0:00:14.178523	done	2020-08-25 04:48:53.970641
sk	Slovak		0:00:14.974296	done	2020-08-25 04:49:08.947761
sl	Slovene	HU	0:00:04.655643	done	2020-08-25 04:49:14.537247
sl	Slovene	AT	0:00:06.429081	done	2020-08-25 04:49:20.969335
sl	Slovene	IT	0:00:04.586331	done	2020-08-25 04:49:25.557887
sl	Slovene	SI	0:00:32.190306	done	2020-08-25 04:49:57.750692
sl	Slovene		0:00:34.093748	done	2020-08-25 04:50:31.846811
sm	Samoan	WS	0:00:01.605336	done	2020-08-25 04:50:33.505862
sm	Samoan	US	0:00:00.672712	done	2020-08-25 04:50:34.182215
sm	Samoan		0:00:01.550804	done	2020-08-25 04:50:35.735305
sn	Shona	ZW	0:00:03.203026	done	2020-08-25 04:50:38.967947
sn	Shona	ZM	0:00:01.347016	done	2020-08-25 04:50:40.317383
sn	Shona		0:00:03.187650	done	2020-08-25 04:50:43.507668
so	Somali	SO	0:00:03.862960	done	2020-08-25 04:50:47.402484
so	Somali	ET	0:00:01.493889	done	2020-08-25 04:50:48.898788
so	Somali	DJ	0:00:01.610464	done	2020-08-25 04:50:50.511790
so	Somali	KE	0:00:01.694165	done	2020-08-25 04:50:52.210219
so	Somali		0:00:04.302091	done	2020-08-25 04:50:56.514996
sq	Albanian	GR	0:00:04.266555	done	2020-08-25 04:51:01.154382
sq	Albanian	ME	0:00:05.905391	done	2020-08-25 04:51:07.063895
sq	Albanian	IT	0:00:03.107750	done	2020-08-25 04:51:10.174426
sq	Albanian	RS	0:00:03.616995	done	2020-08-25 04:51:13.794000
sq	Albanian	AL	0:00:18.930867	done	2020-08-25 04:51:32.727314
sq	Albanian	MK	0:00:03.853842	done	2020-08-25 04:51:36.584254
sq	Albanian		0:00:22.361693	done	2020-08-25 04:51:58.948455
sat	Santali	IN	0:00:02.293483	done	2020-08-25 04:52:01.298553
sat	Santali		0:00:04.809530	done	2020-08-25 04:52:06.111094
sr	Serbian	HR	0:00:34.007293	done	2020-08-25 04:52:44.084282
sr	Serbian	ME	0:00:28.532927	done	2020-08-25 04:53:12.620879
sr	Serbian	MK	0:00:15.135102	done	2020-08-25 04:53:27.759067
sr	Serbian	BA	0:00:31.077391	done	2020-08-25 04:53:58.840791
sr	Serbian	RS	0:00:54.522452	done	2020-08-25 04:54:53.365799
sr	Serbian		0:01:11.377287	done	2020-08-25 04:56:04.745923
srn	Sranan tongo	SR	0:00:01.781986	done	2020-08-25 04:56:06.703081
srn	Sranan tongo		0:00:02.148158	done	2020-08-25 04:56:08.853701
ss	Swazi	MZ	0:00:00.623008	done	2020-08-25 04:56:09.496165
ss	Swazi	ZA	0:00:01.286391	done	2020-08-25 04:56:10.784759
ss	Swazi	SZ	0:00:01.715916	done	2020-08-25 04:56:12.502927
ss	Swazi		0:00:01.760786	done	2020-08-25 04:56:14.265854
st	Sotho	ZA	0:00:01.739536	done	2020-08-25 04:56:16.026274
st	Sotho	LS	0:00:01.481366	done	2020-08-25 04:56:17.509876
st	Sotho		0:00:02.037926	done	2020-08-25 04:56:19.550491
stq	Saterland Frisian	DE	0:00:01.814407	done	2020-08-25 04:56:21.390183
stq	Saterland Frisian		0:00:01.922250	done	2020-08-25 04:56:23.314570
su	Sundanese	ID	0:00:14.535750	done	2020-08-25 04:56:38.053846
su	Sundanese		0:00:15.058596	done	2020-08-25 04:56:53.115391
sv	Swedish	AX	0:01:42.400093	done	2020-08-25 04:58:57.796849
sv	Swedish	FI	0:01:39.805154	done	2020-08-25 05:00:37.605253
sv	Swedish	SE	0:05:10.569062	done	2020-08-25 05:05:48.177687
sv	Swedish		0:07:27.373206	done	2020-08-25 05:13:15.553540
sw	Swahili	KE	0:00:02.582875	done	2020-08-25 05:13:19.624311
sw	Swahili	SO	0:00:02.376760	done	2020-08-25 05:13:22.004083
sw	Swahili	UG	0:00:07.842856	done	2020-08-25 05:13:29.849057
sw	Swahili	TZ	0:00:13.173645	done	2020-08-25 05:13:43.024947
sw	Swahili	MZ	0:00:02.704973	done	2020-08-25 05:13:45.732561
sw	Swahili	CD	0:00:02.345610	done	2020-08-25 05:13:48.080700
sw	Swahili		0:00:17.784650	done	2020-08-25 05:14:05.867714
szl	Silesian	PL	0:00:02.999026	done	2020-08-25 05:14:09.042989
szl	Silesian		0:00:03.116371	done	2020-08-25 05:14:12.161455
ta	Tamil	LK	0:00:03.889414	done	2020-08-25 05:14:16.631868
ta	Tamil	IN	0:00:29.325294	done	2020-08-25 05:14:45.960156
ta	Tamil		0:00:35.743882	done	2020-08-25 05:15:21.706266
tcy	Tulu	IN	0:00:01.628119	done	2020-08-25 05:15:23.386170
tcy	Tulu		0:00:01.676663	done	2020-08-25 05:15:25.065327
te	Telugu	IN	0:00:32.750255	done	2020-08-25 05:15:58.114192
te	Telugu		0:00:40.513036	done	2020-08-25 05:16:38.630687
tet	Tetum	ID	0:00:01.429033	done	2020-08-25 05:16:40.094393
tet	Tetum	TL	0:00:02.036349	done	2020-08-25 05:16:42.132856
tet	Tetum		0:00:02.156532	done	2020-08-25 05:16:44.291536
tg	Tajik	TJ	0:00:10.774694	done	2020-08-25 05:16:55.441387
tg	Tajik	UZ	0:00:05.401792	done	2020-08-25 05:17:00.846018
tg	Tajik		0:00:12.412553	done	2020-08-25 05:17:13.261857
th	Thai	TH	0:00:21.938380	done	2020-08-25 05:17:35.784429
th	Thai	KH	0:00:03.383143	done	2020-08-25 05:17:39.170439
th	Thai		0:00:23.309618	done	2020-08-25 05:18:02.482793
ti	Tigrinya	ER	0:00:01.415391	done	2020-08-25 05:18:03.943556
ti	Tigrinya	ET	0:00:01.232313	done	2020-08-25 05:18:05.178198
ti	Tigrinya		0:00:01.343698	done	2020-08-25 05:18:06.523819
tk	Turkmen	IR	0:00:01.609781	done	2020-08-25 05:18:08.164993
tk	Turkmen	AF	0:00:01.300417	done	2020-08-25 05:18:09.467593
tk	Turkmen	TM	0:00:03.358788	done	2020-08-25 05:18:12.828573
tk	Turkmen		0:00:03.770511	done	2020-08-25 05:18:16.602058
tl	Tagalog	PH	0:00:16.277889	done	2020-08-25 05:18:33.113982
tl	Tagalog		0:00:15.540540	done	2020-08-25 05:18:48.657769
tn	Tswana	NA	0:00:01.208670	done	2020-08-25 05:18:49.898359
tn	Tswana	ZA	0:00:01.382838	done	2020-08-25 05:18:51.283243
tn	Tswana	ZW	0:00:00.622175	done	2020-08-25 05:18:51.907715
tn	Tswana	BW	0:00:02.607473	done	2020-08-25 05:18:54.517551
tn	Tswana		0:00:02.749452	done	2020-08-25 05:18:57.269038
to	Tongan	TO	0:00:02.357068	done	2020-08-25 05:18:59.648638
to	Tongan		0:00:02.598369	done	2020-08-25 05:19:02.249496
tpi	Tok Pisin	PG	0:00:01.679732	done	2020-08-25 05:19:03.951538
tpi	Tok Pisin		0:00:01.906100	done	2020-08-25 05:19:05.859939
tr	Turkish	CY	0:00:13.185864	done	2020-08-25 05:19:21.154131
tr	Turkish	BG	0:00:09.346655	done	2020-08-25 05:19:30.504001
tr	Turkish	GR	0:00:03.790511	done	2020-08-25 05:19:34.297446
tr	Turkish	TR	0:00:54.722646	done	2020-08-25 05:20:29.023959
tr	Turkish		0:01:02.665115	done	2020-08-25 05:21:31.692567
ts	Tsonga	ZA	0:00:01.244386	done	2020-08-25 05:21:33.038513
ts	Tsonga	MZ	0:00:00.654703	done	2020-08-25 05:21:33.695462
ts	Tsonga		0:00:01.739571	done	2020-08-25 05:21:35.437420
tt	Tatar	RU	0:00:12.499135	done	2020-08-25 05:21:48.290388
tt	Tatar		0:00:12.949914	done	2020-08-25 05:22:01.243748
tum	Tumbuka	MW	0:00:00.701393	done	2020-08-25 05:22:01.982266
tum	Tumbuka	ZM	0:00:00.657944	done	2020-08-25 05:22:02.642428
tum	Tumbuka		0:00:01.327712	done	2020-08-25 05:22:03.972422
tw	Twi	GH	0:00:01.673144	done	2020-08-25 05:22:05.665336
tw	Twi		0:00:01.701219	done	2020-08-25 05:22:07.368850
ty	Tahitian	FR	0:00:00.626495	done	2020-08-25 05:22:08.015556
ty	Tahitian		0:00:01.333835	done	2020-08-25 05:22:09.351739
tyv	Tuvan	RU	0:00:01.586154	done	2020-08-25 05:22:10.961435
tyv	Tuvan	MN	0:00:01.282589	done	2020-08-25 05:22:12.246196
tyv	Tuvan		0:00:02.050095	done	2020-08-25 05:22:14.298576
udm	Udmurt	RU	0:00:03.511054	done	2020-08-25 05:22:17.838241
udm	Udmurt		0:00:03.662540	done	2020-08-25 05:22:21.503159
ug	Uyghur	MN	0:00:00.743011	done	2020-08-25 05:22:22.283625
ug	Uyghur	CN	0:00:01.708473	done	2020-08-25 05:22:23.994868
ug	Uyghur	KZ	0:00:01.829820	done	2020-08-25 05:22:25.827477
ug	Uyghur		0:00:02.286942	done	2020-08-25 05:22:28.117006
uk	Ukrainian	UA	0:03:44.812014	done	2020-08-25 05:26:19.261880
uk	Ukrainian	MD	0:00:22.939447	done	2020-08-25 05:26:42.204029
uk	Ukrainian	RO	0:00:25.794502	done	2020-08-25 05:27:08.001151
uk	Ukrainian		0:03:33.200072	done	2020-08-25 05:30:41.204138
ur	Urdu	PK	0:00:16.019751	done	2020-08-25 05:30:58.472818
ur	Urdu	IN	0:00:18.474859	done	2020-08-25 05:31:16.950576
ur	Urdu		0:00:41.519611	done	2020-08-25 05:31:58.473044
uz	Uzbek	AF	0:00:03.576853	done	2020-08-25 05:32:02.652409
uz	Uzbek	TM	0:00:01.380837	done	2020-08-25 05:32:04.035922
uz	Uzbek	TJ	0:00:03.649548	done	2020-08-25 05:32:07.687868
uz	Uzbek	UZ	0:00:17.898124	done	2020-08-25 05:32:25.590312
uz	Uzbek		0:00:17.624129	done	2020-08-25 05:32:43.216379
ve	Venda	ZW	0:00:01.515772	done	2020-08-25 05:32:44.789892
ve	Venda	ZA	0:00:01.957960	done	2020-08-25 05:32:46.750363
ve	Venda		0:00:02.043040	done	2020-08-25 05:32:48.796237
vec	Venetian	IT	0:00:06.647939	done	2020-08-25 05:32:55.694192
vec	Venetian		0:00:06.794722	done	2020-08-25 05:33:02.491544
vep	Veps	RU	0:00:02.546445	done	2020-08-25 05:33:05.095896
vep	Veps		0:00:02.876595	done	2020-08-25 05:33:07.975165
vi	Vietnamese	CN	0:00:21.417873	done	2020-08-25 05:33:35.236742
vi	Vietnamese	VN	0:01:03.545121	done	2020-08-25 05:34:38.785430
vi	Vietnamese		0:01:07.608765	done	2020-08-25 05:35:46.397355
vls	West Flemish	BE	0:00:02.321774	done	2020-08-25 05:35:49.069771
vls	West Flemish	NL	0:00:01.593088	done	2020-08-25 05:35:50.665169
vls	West Flemish	FR	0:00:00.675358	done	2020-08-25 05:35:51.342648
vls	West Flemish		0:00:02.693387	done	2020-08-25 05:35:54.038205
wa	Walloon	BE	0:00:04.904891	done	2020-08-25 05:35:59.014809
wa	Walloon		0:00:05.301052	done	2020-08-25 05:36:04.318207
war	Waray language	PH	0:00:22.799828	done	2020-08-25 05:36:32.080506
war	Waray language		0:00:24.250887	done	2020-08-25 05:36:56.334173
wo	Wolof	MR	0:00:00.635595	done	2020-08-25 05:36:57.342513
wo	Wolof	SN	0:00:01.782747	done	2020-08-25 05:36:59.127487
wo	Wolof		0:00:01.854996	done	2020-08-25 05:37:00.985029
wuu	Wu Chinese	CN	0:00:03.420001	done	2020-08-25 05:37:04.529570
wuu	Wu Chinese		0:00:04.530928	done	2020-08-25 05:37:09.062854
xal	Kalmyk Oirat	RU	0:00:01.433345	done	2020-08-25 05:37:10.524532
xal	Kalmyk Oirat		0:00:01.491670	done	2020-08-25 05:37:12.018372
xh	Xhosa	ZA	0:00:01.438964	done	2020-08-25 05:37:13.478985
xh	Xhosa	LS	0:00:00.626376	done	2020-08-25 05:37:14.107634
xh	Xhosa		0:00:01.575475	done	2020-08-25 05:37:15.686175
xmf	Mingrelian	GE	0:00:02.080412	done	2020-08-25 05:37:17.849177
xmf	Mingrelian		0:00:02.133765	done	2020-08-25 05:37:19.985165
yi	Yiddish	UA	0:00:02.162398	done	2020-08-25 05:37:22.217126
yi	Yiddish	DE	0:00:02.491137	done	2020-08-25 05:37:24.710731
yi	Yiddish		0:00:04.773882	done	2020-08-25 05:37:29.486928
yo	Yoruba	NG	0:00:06.681169	done	2020-08-25 05:37:36.279413
yo	Yoruba		0:00:07.175922	done	2020-08-25 05:37:43.457972
za	Zhuang	CN	0:00:01.307839	done	2020-08-25 05:37:44.814017
za	Zhuang		0:00:01.393066	done	2020-08-25 05:37:46.209487
zea	Zeelandic	NL	0:00:03.237554	done	2020-08-25 05:37:49.474176
zea	Zeelandic		0:00:03.498370	done	2020-08-25 05:37:52.975595
zh	Standard Chinese	CN	0:00:52.354904	done	2020-08-25 05:38:51.915217
zh	Standard Chinese	MO	0:00:28.774821	done	2020-08-25 05:39:20.692783
zh	Standard Chinese	HK	0:00:42.430066	done	2020-08-25 05:40:03.125142
zh	Standard Chinese	TW	0:02:15.338762	done	2020-08-25 05:42:18.466473
zh	Standard Chinese	MY	0:00:32.156938	done	2020-08-25 05:42:50.626237
zh	Standard Chinese		0:03:27.436509	done	2020-08-25 05:46:18.065820
zh_classical	Classical Chinese	CN	0:00:05.122379	done	2020-08-25 05:46:23.576689
zh_classical	Classical Chinese		0:00:05.169082	done	2020-08-25 05:46:28.747766
zh_yue	Cantonese	CN	0:00:09.560318	done	2020-08-25 05:46:38.724790
zh_yue	Cantonese	HK	0:00:13.934531	done	2020-08-25 05:46:52.662396
zh_yue	Cantonese	MO	0:00:04.426612	done	2020-08-25 05:46:57.091958
zh_yue	Cantonese	MY	0:00:03.168694	done	2020-08-25 05:47:00.263524
zh_yue	Cantonese		0:00:19.407581	done	2020-08-25 05:47:19.673710
zu	Zulu	ZA	0:00:02.772269	done	2020-08-25 05:47:22.484169
zu	Zulu		0:00:03.676352	done	2020-08-25 05:47:26.162874
shn	Shan	TH	0:00:01.763673	done	2020-08-25 05:47:27.964066
shn	Shan	MM	0:00:02.343923	done	2020-08-25 05:47:30.310422
shn	Shan		0:00:02.853237	done	2020-08-25 05:47:33.166292
hyw	Western Armenian	GE	0:00:01.563974	done	2020-08-25 05:47:34.774378
hyw	Western Armenian	AM	0:00:01.782331	done	2020-08-25 05:47:36.559725
hyw	Western Armenian		0:00:05.542171	done	2020-08-25 05:47:42.104270
mnw	Mon	TH	0:00:01.263425	done	2020-08-25 05:47:43.389160
mnw	Mon	MM	0:00:01.310455	done	2020-08-25 05:47:44.701933
mnw	Mon		0:00:01.299291	done	2020-08-25 05:47:46.003516
nqo	N'Ko	GN	0:00:01.746814	done	2020-08-25 05:47:47.773984
nqo	N'Ko		0:00:01.940099	done	2020-08-25 05:47:49.716473
ban	Balinese	ID	0:00:02.065438	done	2020-08-25 05:47:51.823789
ban	Balinese		0:00:05.269130	done	2020-08-25 05:47:57.095181
gcr	Guianan Creole	GF	0:00:01.235325	done	2020-08-25 05:47:58.353105
gcr	Guianan Creole		0:00:01.258645	done	2020-08-25 05:47:59.614114
szy	Sakizaya	TW	0:00:00.641391	done	2020-08-25 05:48:00.284289
szy	Sakizaya		0:00:00.639983	done	2020-08-25 05:48:00.926693
* aa done with page_titles sitelinks. 2 titles. 0:00:10.789212
* ab done with page_titles sitelinks. 2479 titles. 0:00:10.769438
* ace done with page_titles sitelinks. 6534 titles. 0:00:11.034574
* ady done with page_titles sitelinks. 922 titles. 0:00:10.860611
* af done with page_titles sitelinks. 36852 titles. 0:00:12.043422
* ak done with page_titles sitelinks. 1290 titles. 0:00:11.306000
* als done with page_titles sitelinks. 18123 titles. 0:00:11.884876
* am done with page_titles sitelinks. 6897 titles. 0:00:10.953776
* an done with page_titles sitelinks. 20246 titles. 0:00:11.836606
* ang done with page_titles sitelinks. 3668 titles. 0:00:10.852431
* ar done with page_titles sitelinks. 209890 titles. 0:00:18.160081
* arc done with page_titles sitelinks. 2340 titles. 0:00:11.296059
* arz done with page_titles sitelinks. 101682 titles. 0:00:16.383468
* as done with page_titles sitelinks. 6965 titles. 0:00:11.819292
* ast done with page_titles sitelinks. 40356 titles. 0:00:12.392930
* atj done with page_titles sitelinks. 637 titles. 0:00:11.452784
* av done with page_titles sitelinks. 2594 titles. 0:00:11.100271
* ay done with page_titles sitelinks. 4068 titles. 0:00:11.227411
* az done with page_titles sitelinks. 50225 titles. 0:00:12.439839
* azb done with page_titles sitelinks. 64396 titles. 0:00:13.811208
502660 intersections calculated.
* ba done with page_titles sitelinks. 17561 titles. 0:00:11.987391
* bar done with page_titles sitelinks. 11950 titles. 0:00:11.099148
* bat_smg done with page_titles sitelinks. 9999 titles. 0:00:11.730645
* bcl done with page_titles sitelinks. 8304 titles. 0:00:11.562793
* be done with page_titles sitelinks. 66918 titles. 0:00:13.828804
* be_x_old done with page_titles sitelinks. 36709 titles. 0:00:12.790190
* bg done with page_titles sitelinks. 85839 titles. 0:00:12.976271
* bh done with page_titles sitelinks. 10242 titles. 0:00:11.096979
* bi done with page_titles sitelinks. 1856 titles. 0:00:11.001102
* bjn done with page_titles sitelinks. 2932 titles. 0:00:12.105567
* bm done with page_titles sitelinks. 935 titles. 0:00:10.802462
* bn done with page_titles sitelinks. 48533 titles. 0:00:12.335790
* bo done with page_titles sitelinks. 3199 titles. 0:00:11.287176
* bpy done with page_titles sitelinks. 9105 titles. 0:00:11.661643
* br done with page_titles sitelinks. 29116 titles. 0:00:11.656699
* bs done with page_titles sitelinks. 33224 titles. 0:00:11.544180
* bug done with page_titles sitelinks. 1436 titles. 0:00:10.905203
* bxr done with page_titles sitelinks. 2935 titles. 0:00:11.005384
* ca done with page_titles sitelinks. 143152 titles. 0:00:16.216954
* cbk_zam done with page_titles sitelinks. 3588 titles. 0:00:11.015914
502660 intersections calculated.
* cdo done with page_titles sitelinks. 6396 titles. 0:00:11.529049
* ce done with page_titles sitelinks. 16638 titles. 0:00:13.478873
* ceb done with page_titles sitelinks. 118486 titles. 0:00:48.459728
* ch done with page_titles sitelinks. 592 titles. 0:00:14.612186
* cho done with page_titles sitelinks. 14 titles. 0:00:10.828246
* chr done with page_titles sitelinks. 1697 titles. 0:00:11.159653
* chy done with page_titles sitelinks. 672 titles. 0:00:11.034332
* ckb done with page_titles sitelinks. 16470 titles. 0:00:11.850676
* co done with page_titles sitelinks. 5187 titles. 0:00:11.434268
* cr done with page_titles sitelinks. 191 titles. 0:00:10.933203
* crh done with page_titles sitelinks. 3505 titles. 0:00:11.353869
* cs done with page_titles sitelinks. 116905 titles. 0:00:15.730722
* csb done with page_titles sitelinks. 4361 titles. 0:00:11.650765
* cu done with page_titles sitelinks. 1099 titles. 0:00:11.125612
* cv done with page_titles sitelinks. 14806 titles. 0:00:11.308345
* cy done with page_titles sitelinks. 34148 titles. 0:00:13.631822
* da done with page_titles sitelinks. 82861 titles. 0:00:14.308139
* de done with page_titles sitelinks. 325253 titles. 0:00:32.643493
* din done with page_titles sitelinks. 518 titles. 0:00:12.499250
* diq done with page_titles sitelinks. 10670 titles. 0:00:11.364641
502660 intersections calculated.
* dsb done with page_titles sitelinks. 3666 titles. 0:00:11.253627
* dty done with page_titles sitelinks. 4207 titles. 0:00:12.016620
* dv done with page_titles sitelinks. 3303 titles. 0:00:11.306802
* dz done with page_titles sitelinks. 447 titles. 0:00:11.820196
* ee done with page_titles sitelinks. 888 titles. 0:00:11.197354
* el done with page_titles sitelinks. 65566 titles. 0:00:13.549641
* eml done with page_titles sitelinks. 5726 titles. 0:00:11.324806
* en done with page_titles sitelinks. 653431 titles. 0:01:00.284106
* eo done with page_titles sitelinks. 86066 titles. 0:00:19.105446
* es done with page_titles sitelinks. 311722 titles. 0:00:27.066529
* et done with page_titles sitelinks. 65831 titles. 0:00:14.377266
* eu done with page_titles sitelinks. 87442 titles. 0:00:14.811319
* ext done with page_titles sitelinks. 4272 titles. 0:00:10.961594
* fa done with page_titles sitelinks. 165228 titles. 0:00:18.651489
* ff done with page_titles sitelinks. 576 titles. 0:00:11.690970
* fi done with page_titles sitelinks. 128236 titles. 0:00:14.613429
* fiu_vro done with page_titles sitelinks. 4639 titles. 0:00:11.042313
* fj done with page_titles sitelinks. 1404 titles. 0:00:10.870853
* fo done with page_titles sitelinks. 10666 titles. 0:00:10.909537
* fr done with page_titles sitelinks. 374370 titles. 0:00:30.135818
502660 intersections calculated.
* frp done with page_titles sitelinks. 4204 titles. 0:00:12.310795
* frr done with page_titles sitelinks. 7514 titles. 0:00:10.932519
* fur done with page_titles sitelinks. 4205 titles. 0:00:10.791847
* fy done with page_titles sitelinks. 20717 titles. 0:00:11.278424
* ga done with page_titles sitelinks. 24120 titles. 0:00:11.421751
* gag done with page_titles sitelinks. 2543 titles. 0:00:10.856555
* gan done with page_titles sitelinks. 4563 titles. 0:00:10.932725
* gd done with page_titles sitelinks. 10584 titles. 0:00:11.598131
* gl done with page_titles sitelinks. 57181 titles. 0:00:12.235193
* glk done with page_titles sitelinks. 1101 titles. 0:00:10.918100
* gn done with page_titles sitelinks. 4721 titles. 0:00:11.053724
* gom done with page_titles sitelinks. 2405 titles. 0:00:11.263729
* gor done with page_titles sitelinks. 2139 titles. 0:00:11.021115
* got done with page_titles sitelinks. 1183 titles. 0:00:10.797948
* gu done with page_titles sitelinks. 12832 titles. 0:00:12.875380
* gv done with page_titles sitelinks. 5328 titles. 0:00:10.930186
* ha done with page_titles sitelinks. 5991 titles. 0:00:11.028305
* hak done with page_titles sitelinks. 9004 titles. 0:00:11.102292
* haw done with page_titles sitelinks. 1649 titles. 0:00:11.302375
* he done with page_titles sitelinks. 86614 titles. 0:00:13.711527
502660 intersections calculated.
* hi done with page_titles sitelinks. 50514 titles. 0:00:12.676806
* hif done with page_titles sitelinks. 7004 titles. 0:00:11.552939
* ho done with page_titles sitelinks. 3 titles. 0:00:10.725075
* hr done with page_titles sitelinks. 67179 titles. 0:00:12.015657
* hsb done with page_titles sitelinks. 8273 titles. 0:00:10.954198
* ht done with page_titles sitelinks. 12020 titles. 0:00:11.144215
* hu done with page_titles sitelinks. 118035 titles. 0:00:14.704816
* hy done with page_titles sitelinks. 82079 titles. 0:00:13.902558
* hz done with page_titles sitelinks. 2 titles. 0:00:14.077504
* ia done with page_titles sitelinks. 11073 titles. 0:00:11.491035
